Название,Год выпуска,Длительность,Жанры,Рейтинг КиноПоиск,Рейтинг IMDB,Рейтинг кинокритиков,Рейтинг российских кинокритиков,Голоса КиноПоиск,Голоса IMDB,Голоса кинокритиков,Голоса российских кинокритиков,Бюджет,Дата премьеры в России,Дата премьеры в мире,Мировые кассовые сборы
Добейся успеха,2000,98.0,"['мелодрама', 'комедия', 'спорт']",6.82,6.2,6.0,0.0,33023,109157,126,1,28000000.0,2000-12-06T00:00:00.000Z,2000-08-22T00:00:00.000Z,90449929.0
Королевство зверей,2023,127.0,"['ужасы', 'фантастика', 'драма', 'детектив', 'приключения']",6.596,6.7,7.0,83.3333,33020,10256,58,6,112164013.0,2023-11-30T00:00:00.000Z,2023-05-17T00:00:00.000Z,9306225.0
Слоеный торт,2004,105.0,"['боевик', 'триллер', 'драма', 'криминал']",7.154,7.2,7.1,0.0,33018,201207,141,1,5200000.0,2004-10-01T00:00:00.000Z,2004-10-01T00:00:00.000Z,11850214.0
Пираты галактики Барракуда,2024,92.0,"['фантастика', 'приключения', 'семейный']",6.739,0.0,0.0,0.0,32964,0,0,1,112164013.0,2024-08-22T00:00:00.000Z,2024-08-22T00:00:00.000Z,683327.0
Тур с Иванушками,2024,108.0,"['комедия', 'музыка']",6.946,5.3,0.0,0.0,32957,156,0,2,112164013.0,2024-06-20T00:00:00.000Z,2024-06-20T00:00:00.000Z,112164013.0
Ника,2022,96.0,"['биография', 'драма']",7.254,6.6,0.0,90.9091,32931,274,0,11,112164013.0,2022-05-19T00:00:00.000Z,2022-03-14T00:00:00.000Z,164991.0
Остин Пауэрс: Голдмембер,2002,94.0,"['комедия', 'фантастика', 'боевик', 'приключения']",5.888,6.2,5.8,0.0,32929,227465,184,1,63000000.0,2002-10-03T00:00:00.000Z,2002-07-22T00:00:00.000Z,296633907.0
Чёрное море,2014,110.0,"['триллер', 'драма', 'приключения']",6.143,6.4,6.6,100.0,32913,41945,137,9,112164013.0,2015-01-29T00:00:00.000Z,2014-12-05T00:00:00.000Z,3758103.0
Экстрим,2019,25.0,"['короткометражка', 'комедия', 'криминал']",7.681,0.0,0.0,0.0,32913,0,0,0,112164013.0,2019-03-27T00:00:00.000Z,2019-03-27T00:00:00.000Z,112164013.0
"Младенец на прогулке, или Ползком от гангстеров",1994,99.0,"['драма', 'комедия', 'криминал', 'приключения', 'семейный']",7.274,6.2,4.5,0.0,32912,57553,17,0,48000000.0,1994-08-01T00:00:00.000Z,1994-07-01T00:00:00.000Z,16827402.0
Домашняя работа,2011,83.0,"['драма', 'мелодрама']",6.84,6.5,4.4,0.0,32889,61482,110,0,112164013.0,2011-01-23T00:00:00.000Z,2011-01-23T00:00:00.000Z,1892130.0
Любовь без пересадок,2013,96.0,"['мелодрама', 'комедия']",6.92,6.3,5.6,0.0,32876,5380,23,1,112164013.0,2013-04-03T00:00:00.000Z,2013-04-03T00:00:00.000Z,9836.0
Серьёзный человек,2009,106.0,"['драма', 'комедия']",6.902,7.0,7.9,91.6667,32870,153610,222,12,7000000.0,2010-02-25T00:00:00.000Z,2009-09-12T00:00:00.000Z,31430334.0
Бум,1980,114.0,"['драма', 'мелодрама', 'комедия']",8.042,6.7,0.0,0.0,32864,11033,0,0,112164013.0,1980-12-17T00:00:00.000Z,1980-12-17T00:00:00.000Z,112164013.0
Элвис,2022,159.0,"['биография', 'музыка', 'драма']",7.14,7.3,6.9,71.4286,32856,248853,401,7,85000000.0,2022-05-25T00:00:00.000Z,2022-05-25T00:00:00.000Z,287740048.0
Семь ужинов,2019,91.0,['комедия'],6.157,5.5,0.0,0.0,32842,354,0,1,112164013.0,2019-02-14T00:00:00.000Z,2019-02-14T00:00:00.000Z,1700268.0
Интимные места,2013,78.0,"['драма', 'мелодрама']",5.156,5.4,0.0,75.8621,32835,805,0,29,1000000.0,2013-09-12T00:00:00.000Z,2013-06-29T00:00:00.000Z,450203.0
Джеки,2016,100.0,"['драма', 'биография']",6.224,6.6,7.9,88.8889,32798,84762,362,18,9000000.0,2017-02-23T00:00:00.000Z,2016-09-07T00:00:00.000Z,29777777.0
Лучшие из лучших,1989,97.0,"['боевик', 'драма', 'спорт']",7.294,6.4,4.3,0.0,32793,15943,6,0,5000000.0,1989-11-10T00:00:00.000Z,1989-11-10T00:00:00.000Z,1700000.0
Охотники за привидениями: Леденящий ужас,2024,115.0,"['фантастика', 'фэнтези', 'комедия', 'приключения']",6.241,6.1,5.2,0.0,32792,91863,301,2,100000000.0,2024-03-20T00:00:00.000Z,2024-03-20T00:00:00.000Z,201967521.0
Звериная ярость,2019,97.0,"['боевик', 'триллер']",6.451,4.9,4.2,0.0,32762,11828,46,0,112164013.0,2019-11-06T00:00:00.000Z,2019-11-06T00:00:00.000Z,228679.0
Убить дракона,1988,123.0,"['фэнтези', 'драма', 'семейный']",7.992,7.8,0.0,0.0,32762,2133,0,0,112164013.0,1990-01-19T00:00:00.000Z,1990-01-19T00:00:00.000Z,112164013.0
Эскадрилья «Лафайет»,2006,140.0,"['боевик', 'драма', 'мелодрама', 'военный', 'история']",7.355,6.5,0.0,0.0,32724,45284,0,1,60000000.0,2006-10-26T00:00:00.000Z,2006-09-22T00:00:00.000Z,17834865.0
Гнездо,2019,107.0,['драма'],6.209,6.3,7.5,100.0,32720,19761,193,5,112164013.0,2020-09-24T00:00:00.000Z,2020-01-26T00:00:00.000Z,2122682.0
Трезвый водитель,2018,105.0,"['комедия', 'приключения']",5.384,5.0,0.0,0.0,32699,187,0,1,112164013.0,2019-03-21T00:00:00.000Z,2019-03-24T00:00:00.000Z,3470484.0
Контроль,2007,122.0,"['биография', 'музыка', 'драма']",7.791,7.6,7.5,0.0,32692,69835,119,2,4905000.0,2008-03-27T00:00:00.000Z,2007-05-17T00:00:00.000Z,8159508.0
Проклятие: Обитель смерти,2017,89.0,['ужасы'],5.742,4.9,5.3,33.3333,32679,18028,13,3,112164013.0,2021-03-11T00:00:00.000Z,2018-10-05T00:00:00.000Z,112164013.0
Фантомас разбушевался,1965,98.0,"['комедия', 'криминал', 'приключения']",7.815,6.8,0.0,0.0,32673,8654,0,0,112164013.0,1965-12-08T00:00:00.000Z,1965-12-08T00:00:00.000Z,112164013.0
Фрэнк,2013,95.0,"['драма', 'комедия']",7.031,6.9,7.5,100.0,32666,83254,164,6,112164013.0,2014-06-05T00:00:00.000Z,2014-01-17T00:00:00.000Z,1897363.0
Неуловимые,2012,93.0,"['боевик', 'драма', 'военный']",5.661,5.3,0.0,50.0,32663,81938,0,10,65000000.0,2013-03-14T00:00:00.000Z,2012-09-27T00:00:00.000Z,50950296.0
Бывшая,2021,87.0,['ужасы'],5.676,4.4,0.0,66.6667,32661,332,0,3,600000.0,2021-03-11T00:00:00.000Z,2021-08-19T00:00:00.000Z,344631.0
Резидент,2024,97.0,"['боевик', 'триллер']",6.151,4.7,0.0,0.0,32660,4280,0,0,112164013.0,2024-04-08T00:00:00.000Z,2024-04-08T00:00:00.000Z,70162.0
Мамочка,2014,138.0,['драма'],7.697,8.0,7.9,94.7368,32660,63513,129,19,112164013.0,2014-11-13T00:00:00.000Z,2014-05-22T00:00:00.000Z,13156856.0
Тайна,2006,89.0,['документальный'],7.044,5.5,7.5,0.0,32659,14234,313,0,112164013.0,2006-03-26T00:00:00.000Z,2006-03-26T00:00:00.000Z,112164013.0
Призрак и Тьма,1996,110.0,"['триллер', 'драма', 'приключения']",7.585,6.8,5.5,0.0,32657,67304,53,0,55000000.0,1996-10-03T00:00:00.000Z,1996-10-03T00:00:00.000Z,38619405.0
Перелом,2019,99.0,"['триллер', 'детектив']",6.465,6.5,5.6,0.0,32650,101326,27,0,112164013.0,2019-09-22T00:00:00.000Z,2019-09-22T00:00:00.000Z,112164013.0
Скорость: Автобус 657,2015,92.0,"['боевик', 'триллер', 'драма', 'криминал']",6.615,6.1,4.9,33.3333,32644,33429,27,3,8900000.0,2015-11-12T00:00:00.000Z,2015-11-11T00:00:00.000Z,3294317.0
Парень с того света,2022,95.0,"['ужасы', 'комедия', 'фэнтези']",5.739,5.0,4.3,0.0,32636,1670,16,1,112164013.0,2023-05-18T00:00:00.000Z,2022-10-06T00:00:00.000Z,52215.0
Нация убийц,2018,108.0,"['триллер', 'драма', 'комедия', 'криминал']",5.719,6.0,6.8,0.0,32634,22556,141,3,112164013.0,2018-11-22T00:00:00.000Z,2018-01-21T00:00:00.000Z,2584988.0
Полицейская академия 3: Переподготовка,1986,83.0,['комедия'],7.205,5.4,4.2,0.0,32607,49900,11,0,112164013.0,1986-03-21T00:00:00.000Z,1986-03-21T00:00:00.000Z,43579163.0
Пацаны,1983,96.0,"['драма', 'криминал']",8.122,7.5,0.0,0.0,32585,491,0,0,112164013.0,1983-11-05T00:00:00.000Z,1983-11-05T00:00:00.000Z,112164013.0
Одиссея,2016,122.0,"['приключения', 'биография', 'драма']",7.053,6.6,5.8,100.0,32584,6345,20,6,21800000.0,2016-12-01T00:00:00.000Z,2016-08-23T00:00:00.000Z,9722918.0
Нападение на 13-й участок,2005,109.0,"['боевик', 'триллер', 'драма', 'криминал']",6.88,6.3,5.9,0.0,32561,82919,163,1,30000000.0,2005-02-03T00:00:00.000Z,2005-01-19T00:00:00.000Z,35294470.0
Любовницы,2019,97.0,['комедия'],5.485,4.6,0.0,33.3333,32553,354,0,3,112164013.0,2019-02-28T00:00:00.000Z,2019-03-08T00:00:00.000Z,4815349.0
Французский мастер,2022,91.0,"['триллер', 'драма']",5.827,0.0,0.0,0.0,32538,0,0,0,112164013.0,2022-09-22T00:00:00.000Z,2022-09-22T00:00:00.000Z,112164013.0
Новогодний ол инклюзив,2023,87.0,"['комедия', 'семейный']",6.706,4.6,0.0,0.0,32525,50,0,0,1020000.0,2023-12-21T00:00:00.000Z,2023-12-21T00:00:00.000Z,112164013.0
Особо опасна,2015,98.0,"['боевик', 'комедия']",5.341,5.4,0.0,0.0,32511,23803,0,2,112164013.0,2015-05-07T00:00:00.000Z,2015-04-23T00:00:00.000Z,933847.0
Последний стрим,2020,111.0,"['драма', 'мелодрама', 'комедия']",7.083,5.9,0.0,0.0,32496,898,0,0,112164013.0,2020-03-07T00:00:00.000Z,2020-03-07T00:00:00.000Z,114036.0
Я сражаюсь с великанами,2017,106.0,"['фэнтези', 'триллер', 'драма']",6.11,6.1,6.7,83.3333,32459,33429,60,6,15100000.0,2018-03-29T00:00:00.000Z,2017-09-09T00:00:00.000Z,342558.0
Соври мне правду,2021,88.0,"['триллер', 'драма']",5.107,0.0,0.0,33.3333,32444,0,0,3,112164013.0,2021-09-09T00:00:00.000Z,2021-09-09T00:00:00.000Z,684453.0
Бери да помни,2023,83.0,"['комедия', 'мелодрама', 'семейный']",7.44,6.4,0.0,100.0,32437,129,0,17,112164013.0,2023-09-14T00:00:00.000Z,2023-09-14T00:00:00.000Z,112164013.0
Не брать живым,2009,114.0,"['боевик', 'триллер', 'драма', 'военный']",6.654,6.8,6.0,60.0,32435,143177,191,5,100000000.0,2010-03-11T00:00:00.000Z,2010-02-26T00:00:00.000Z,94882549.0
"Чего ждать, когда ждешь ребенка",2012,110.0,"['драма', 'мелодрама', 'комедия']",6.602,5.7,4.5,0.0,32430,76811,132,0,40000000.0,2012-05-17T00:00:00.000Z,2012-05-17T00:00:00.000Z,84384002.0
Имя розы,1986,130.0,"['триллер', 'драма', 'детектив']",7.585,7.7,6.3,0.0,32408,121603,24,0,20000000.0,1986-09-24T00:00:00.000Z,1986-09-24T00:00:00.000Z,77153487.0
Отель «Артемида»,2018,90.0,"['фантастика', 'боевик', 'триллер', 'драма', 'криминал']",6.107,6.1,5.8,33.3333,32394,60254,180,3,112164013.0,2018-08-23T00:00:00.000Z,2018-01-26T00:00:00.000Z,13313581.0
Тик-так... БУМ!,2021,115.0,"['мюзикл', 'драма', 'комедия', 'биография']",7.831,7.5,7.6,0.0,32380,123952,224,2,55000000.0,2021-11-10T00:00:00.000Z,2021-11-10T00:00:00.000Z,112777.0
Однажды в Риме,2009,91.0,"['мелодрама', 'комедия']",6.744,5.5,3.7,0.0,32358,65492,111,0,55000000.0,2010-02-18T00:00:00.000Z,2010-01-29T00:00:00.000Z,43042835.0
Последствия,2016,94.0,"['триллер', 'драма', 'детектив']",5.864,5.7,5.2,45.4545,32338,27545,57,11,10500000.0,2017-04-06T00:00:00.000Z,2017-04-06T00:00:00.000Z,817874.0
До костей,2017,107.0,['драма'],6.604,6.8,6.6,0.0,32312,56544,65,1,112164013.0,2017-01-22T00:00:00.000Z,2017-01-22T00:00:00.000Z,112164013.0
Простая история,1999,112.0,"['драма', 'биография', 'приключения']",7.832,8.0,8.2,0.0,32306,102472,113,0,10000000.0,2000-04-28T00:00:00.000Z,1999-05-21T00:00:00.000Z,6417962.0
Стоп-слово,2022,96.0,"['триллер', 'комедия', 'драма']",6.18,6.2,7.5,66.6667,32305,10712,91,3,112164013.0,2023-06-08T00:00:00.000Z,2022-09-12T00:00:00.000Z,804476.0
Лондонские поля,2018,118.0,"['триллер', 'криминал', 'детектив']",5.926,3.9,2.7,0.0,32293,12606,35,2,8000000.0,2018-09-20T00:00:00.000Z,2018-09-06T00:00:00.000Z,487420.0
"Танцуй, танцуй",1987,134.0,['мелодрама'],7.985,6.1,0.0,0.0,32286,404,0,0,112164013.0,1987-05-15T00:00:00.000Z,1987-05-15T00:00:00.000Z,112164013.0
Мёд в голове,2014,139.0,"['драма', 'комедия', 'приключения']",7.945,6.6,0.0,0.0,32269,7343,0,0,112164013.0,2014-12-25T00:00:00.000Z,2014-12-25T00:00:00.000Z,78127384.0
Лапочка,2003,94.0,"['драма', 'мелодрама', 'музыка']",7.02,5.3,4.1,0.0,32261,48249,115,0,18000000.0,2004-03-04T00:00:00.000Z,2003-11-24T00:00:00.000Z,58756646.0
Фанатик,2001,98.0,['драма'],7.187,7.1,7.3,0.0,32253,42051,95,1,1500000.0,2001-08-17T00:00:00.000Z,2001-01-19T00:00:00.000Z,1274112.0
Самба,2014,119.0,"['драма', 'мелодрама', 'комедия']",6.684,6.7,5.9,40.0,32234,17564,67,5,20000000.0,2015-03-19T00:00:00.000Z,2014-09-07T00:00:00.000Z,39178695.0
Мой домашний динозавр,2007,112.0,"['фэнтези', 'приключения', 'семейный', 'военный']",7.067,6.4,6.7,0.0,32233,43659,89,0,40000000.0,2008-03-06T00:00:00.000Z,2007-11-25T00:00:00.000Z,103071443.0
Непобедимый,2008,111.0,['боевик'],6.74,6.0,0.0,0.0,32215,855,0,1,6000000.0,2008-10-23T00:00:00.000Z,2009-03-02T00:00:00.000Z,112164013.0
Свой человек,1999,157.0,"['триллер', 'драма', 'биография']",7.628,7.8,8.1,0.0,32215,185061,137,1,68000000.0,2000-04-13T00:00:00.000Z,1999-10-28T00:00:00.000Z,60289912.0
Невероятные приключения Факира,2018,92.0,"['комедия', 'приключения']",7.386,6.8,5.3,0.0,32204,8803,28,1,112164013.0,2018-06-14T00:00:00.000Z,2018-05-30T00:00:00.000Z,3267486.0
Вход в пустоту,2009,161.0,"['фэнтези', 'драма']",7.212,7.2,6.8,75.0,32185,90749,97,4,14170000.000000002,2010-04-29T00:00:00.000Z,2009-05-22T00:00:00.000Z,754249.0
Тропы,2013,113.0,"['биография', 'драма']",7.101,7.1,7.0,57.1429,32180,32275,128,7,112164013.0,2014-07-31T00:00:00.000Z,2013-05-22T00:00:00.000Z,5853509.0
Маньяк,2012,85.0,['ужасы'],5.82,6.1,0.0,66.6667,32167,41384,0,9,6000000.0,2013-03-21T00:00:00.000Z,2012-05-26T00:00:00.000Z,2631275.0
Пункт назначения: Поезд № 13,2024,103.0,['ужасы'],5.282,4.7,0.0,0.0,32166,658,0,0,112164013.0,2024-09-05T00:00:00.000Z,2024-02-01T00:00:00.000Z,536531.0
Почему ты?,2024,103.0,"['мелодрама', 'драма']",6.686,5.4,0.0,0.0,32166,392,0,0,112164013.0,2024-04-25T00:00:00.000Z,2024-04-25T00:00:00.000Z,112164013.0
Основано на реальных событиях,2017,100.0,"['триллер', 'драма', 'детектив']",6.136,5.7,0.0,33.3333,32157,7609,0,3,10900000.0,2018-10-11T00:00:00.000Z,2017-05-27T00:00:00.000Z,3988331.0
Пила 10,2023,118.0,"['ужасы', 'триллер']",6.571,6.6,6.5,0.0,32151,88080,150,2,13000000.0,2023-09-25T00:00:00.000Z,2023-09-25T00:00:00.000Z,112202480.0
Хроники Панголинов,2022,99.0,"['приключения', 'семейный', 'фэнтези']",7.135,4.8,0.0,0.0,32147,1821,0,0,112164013.0,2023-06-15T00:00:00.000Z,2023-04-27T00:00:00.000Z,348019.0
Опасная игра,2022,89.0,"['драма', 'мелодрама']",5.687,3.3,0.0,0.0,32088,2066,0,0,112164013.0,2023-03-16T00:00:00.000Z,2022-10-14T00:00:00.000Z,42165.0
Неудержимые 4,2022,103.0,['боевик'],5.317,4.8,3.5,40.0,32077,48737,124,5,100000000.0,2023-09-21T00:00:00.000Z,2023-09-08T00:00:00.000Z,37917985.0
Пункт назначения. Аквапарк,2019,71.0,"['ужасы', 'комедия']",3.419,3.7,3.9,0.0,32066,3417,7,0,112164013.0,2020-11-19T00:00:00.000Z,2019-07-29T00:00:00.000Z,151067.0
Восточный ветер 4: Легенда о Воине,2019,102.0,['семейный'],8.106,5.6,0.0,0.0,32036,457,0,0,112164013.0,2019-02-18T00:00:00.000Z,2019-02-18T00:00:00.000Z,4818297.0
Пришельцы в Америке,2001,88.0,"['фэнтези', 'комедия', 'приключения']",6.683,5.7,4.8,0.0,32016,20579,78,0,35000000.0,2001-09-13T00:00:00.000Z,2001-04-06T00:00:00.000Z,16176732.0
Кооперация 2: Интернэшнл,2022,128.0,"['боевик', 'комедия', 'криминал']",7.695,6.6,0.0,0.0,31977,2327,0,0,12500000.0,2022-09-07T00:00:00.000Z,2022-09-07T00:00:00.000Z,54486330.0
Дорогие товарищи!,2020,121.0,"['драма', 'история']",7.22,7.4,8.1,90.0,31972,6193,59,20,1817664.96,2020-11-12T00:00:00.000Z,2020-09-07T00:00:00.000Z,294535.0
Зорро,1975,125.0,"['боевик', 'мелодрама', 'комедия', 'приключения', 'вестерн']",7.802,6.4,0.0,0.0,31955,4643,0,0,112164013.0,1975-03-05T00:00:00.000Z,1975-03-05T00:00:00.000Z,112164013.0
Криминальная фишка от Генри,2011,108.0,"['мелодрама', 'комедия', 'криминал']",6.25,5.9,5.0,0.0,31946,21803,54,1,12000000.0,2011-04-07T00:00:00.000Z,2011-04-07T00:00:00.000Z,204940.0
"Виват, гардемарины!",1991,140.0,"['приключения', 'история', 'мелодрама']",7.44,6.5,0.0,0.0,31929,758,0,0,112164013.0,1991-08-31T00:00:00.000Z,1991-08-31T00:00:00.000Z,112164013.0
Банда Чикаго,2020,94.0,"['боевик', 'драма', 'криминал']",6.397,5.3,5.0,0.0,31928,8857,33,0,112164013.0,2020-11-13T00:00:00.000Z,2020-11-13T00:00:00.000Z,2934433.0
Дора и Затерянный город,2019,102.0,"['фэнтези', 'боевик', 'комедия', 'детектив', 'приключения', 'семейный']",6.396,6.1,6.6,0.0,31890,36555,156,0,49000000.0,2019-08-08T00:00:00.000Z,2019-08-02T00:00:00.000Z,120597108.0
Тонкая красная линия,1998,170.0,"['драма', 'военный', 'история', 'боевик']",7.408,7.6,7.3,0.0,31888,204562,106,1,52000000.0,1999-05-01T00:00:00.000Z,1998-12-22T00:00:00.000Z,98126565.0
След киллера,2024,97.0,"['боевик', 'триллер', 'драма', 'криминал', 'детектив']",6.191,4.7,0.0,0.0,31885,7104,0,0,112164013.0,2024-04-11T00:00:00.000Z,2024-04-11T00:00:00.000Z,390143.0
Выкуп,2023,132.0,['боевик'],7.453,6.6,7.4,0.0,31869,1476,9,0,15500000.0,2023-08-02T00:00:00.000Z,2023-08-02T00:00:00.000Z,7610541.0
Миф,2005,122.0,"['фэнтези', 'боевик', 'драма', 'комедия', 'приключения']",6.945,6.1,3.9,0.0,31863,16687,5,0,15000000.0,2006-02-23T00:00:00.000Z,2005-05-11T00:00:00.000Z,6669097.0
Пробуждающая совесть,2015,96.0,"['фэнтези', 'драма', 'приключения']",6.46,6.0,0.0,0.0,31855,4349,0,0,8175000.000000001,2015-03-26T00:00:00.000Z,2015-03-26T00:00:00.000Z,2325150.0
Крикуны,1995,108.0,"['ужасы', 'фантастика', 'триллер']",7.063,6.3,4.6,0.0,31844,30357,33,0,20000000.0,1995-09-08T00:00:00.000Z,1995-09-08T00:00:00.000Z,5711695.0
Книга Генри,2016,105.0,"['триллер', 'драма', 'криминал']",7.152,6.6,4.1,0.0,31842,29998,146,1,10000000.0,2017-06-16T00:00:00.000Z,2017-06-16T00:00:00.000Z,4596705.0
Оборотни внутри,2020,96.0,"['ужасы', 'комедия', 'детектив']",6.019,6.0,6.9,0.0,31833,26849,147,0,112164013.0,2021-07-01T00:00:00.000Z,2021-06-16T00:00:00.000Z,991898.0
Просто вместе,2007,97.0,"['драма', 'мелодрама']",7.478,6.7,7.6,0.0,31831,12719,5,1,13298000.000000002,2007-03-21T00:00:00.000Z,2007-03-21T00:00:00.000Z,31679606.0
Проклятый чиновник,2021,82.0,"['комедия', 'фэнтези']",5.52,0.0,0.0,0.0,31825,0,0,1,112164013.0,2021-06-24T00:00:00.000Z,2021-06-24T00:00:00.000Z,276721.0
Морские паразиты,2019,95.0,"['ужасы', 'фантастика']",5.585,5.7,6.8,0.0,31818,14992,107,1,112164013.0,2020-08-01T00:00:00.000Z,2019-09-05T00:00:00.000Z,387740.0
Однажды двадцать лет спустя,1980,77.0,"['мелодрама', 'комедия']",8.029,7.2,0.0,0.0,31809,511,0,0,112164013.0,1981-01-05T00:00:00.000Z,1981-01-05T00:00:00.000Z,112164013.0
Жизнь человека. Последнее интервью,2020,88.0,['документальный'],9.209,0.0,0.0,0.0,31806,0,0,0,112164013.0,2021-01-05T00:00:00.000Z,2021-01-05T00:00:00.000Z,112164013.0
